# Amplitude, Wavelength
4.571929134421827712e+01,4.068925892589259092e+02
1.603017359026395638e+02,4.068944894489449098e+02
-2.642924752224022313e+02,4.068963896389639103e+02
1.570405193861103754e+01,4.068982898289829109e+02
-2.508140234994941409e+02,4.069001900190019114e+02
2.387523510281114909e+02,4.069020902090209120e+02
3.145179365759464645e+02,4.069039903990399125e+02
-3.790482395618085434e+02,4.069058905890589131e+02
1.858099820947150533e+02,4.069077907790779136e+02
-2.230480017009498681e+02,4.069096909690969142e+02
-2.480594041629463504e+02,4.069115911591159147e+02
-4.049500147200828337e+01,4.069134913491349153e+02
-2.543889093885269972e+02,4.069153915391539158e+02
-2.161487601915384857e+02,4.069172917291729163e+02
1.449862732418347662e+02,4.069191919191919169e+02
6.943912805451526538e+02,4.069210921092109174e+02
-3.938790244133482474e+02,4.069229922992299180e+02
-5.523596039682878427e+02,4.069248924892489185e+02
-3.959087956246866611e+02,4.069267926792679191e+02
-2.249984610746992075e+02,4.069286928692869196e+02
3.278144818242133169e+02,4.069305930593059202e+02
-5.439469768326622443e+02,4.069324932493249207e+02
-1.099898114494952672e+01,4.069343934393439213e+02
-3.754180653518419035e+02,4.069362936293629218e+02
4.280627852873170696e+02,4.069381938193819224e+02
-4.137451915288692703e+02,4.069400940094009229e+02
-1.334539848470662093e+02,4.069419941994199235e+02
5.866827406849798621e+01,4.069438943894389240e+02
-5.715057038918031651e+01,4.069457945794579246e+02
5.146341649479457203e+01,4.069476947694769251e+02
3.019672378067052136e+02,4.069495949594959257e+02
-4.327085684085834032e+02,4.069514951495149262e+02
-4.017981272591759989e+02,4.069533953395339267e+02
-3.195648220090494078e+02,4.069552955295529273e+02
-8.641542729128330791e+01,4.069571957195719847e+02
5.269998211228285072e+02,4.069590959095909852e+02
-3.381202195548781333e+02,4.069609960996099858e+02
2.350041301200448629e+01,4.069628962896289863e+02
-3.475707924308777024e+02,4.069647964796479869e+02
1.822619184270656660e+02,4.069666966696669874e+02
3.610161397241834038e+02,4.069685968596859880e+02
2.790656242577225754e+01,4.069704970497049885e+02
4.749411135729787503e+01,4.069723972397239891e+02
-2.210167974501349875e+02,4.069742974297429896e+02
6.956277768469917646e+02,4.069761976197619902e+02
4.131169265450144508e+02,4.069780978097809907e+02
-1.537369561765854087e+02,4.069799979997999912e+02
6.959149317242058430e+01,4.069818981898189918e+02
-5.311726249486359848e+02,4.069837983798379923e+02
-1.610486848542880125e+02,4.069856985698569929e+02
-1.205308343019475501e+02,4.069875987598759934e+02
5.439338666465947369e+01,4.069894989498949940e+02
1.327560824193301414e+02,4.069913991399139945e+02
5.632317102826785060e+01,4.069932993299329951e+02
1.953857620803819657e+02,4.069951995199519956e+02
-4.371236122636145183e+02,4.069970997099709962e+02
-7.500760721259385377e+01,4.069989998999899967e+02
2.673011106655121694e+02,4.070009000900089973e+02
2.760270897712819504e+01,4.070028002800279978e+02
-9.575643171535224951e+01,4.070047004700469984e+02
6.444193096277754762e+01,4.070066006600659989e+02
5.215579746921512339e+01,4.070085008500849995e+02
1.469268591761376115e+02,4.070104010401040000e+02
1.203169644002420569e+02,4.070123012301230006e+02
4.853179441855039045e+02,4.070142014201420011e+02
-4.135525913577234292e+02,4.070161016101610016e+02
-1.646987533388618772e+02,4.070180018001800022e+02
-1.991986238520877066e+02,4.070199019901990027e+02
1.044452389670839807e+02,4.070218021802180033e+02
-2.554780631588359086e+02,4.070237023702370038e+02
2.786984462242023852e+01,4.070256025602560044e+02
-3.565817468269236201e+02,4.070275027502750049e+02
3.587082524114981652e+02,4.070294029402940055e+02
-1.763158147749799411e+02,4.070313031303130060e+02
-8.299323269606408360e+01,4.070332033203320066e+02
-4.320177952087241806e+02,4.070351035103510071e+02
3.106502849981375789e+02,4.070370037003700645e+02
-6.912025593692185055e+01,4.070389038903890651e+02
-3.117845041203972869e+02,4.070408040804080656e+02
-4.893903553475521448e+02,4.070427042704270661e+02
-2.172888695590682175e+02,4.070446044604460667e+02
-1.393073251547909592e+02,4.070465046504650672e+02
1.952484978002441665e+02,4.070484048404840678e+02
-4.630979964664336421e+02,4.070503050305030683e+02
-6.286181094386494124e+02,4.070522052205220689e+02
-5.347998883639880887e+02,4.070541054105410694e+02
3.823005175211655171e+01,4.070560056005600700e+02
-1.204026984674910210e+02,4.070579057905790705e+02
-1.470263041648570912e+01,4.070598059805980711e+02
2.795812621892228549e+02,4.070617061706170716e+02
5.020672167643559760e+02,4.070636063606360722e+02
-3.359199527200181592e+02,4.070655065506550727e+02
1.829439045440051927e+02,4.070674067406740733e+02
1.934355415045531288e+02,4.070693069306930738e+02
-1.981044111919052000e+02,4.070712071207120744e+02
-4.677460163511445330e+02,4.070731073107310749e+02
1.328926928567941275e+02,4.070750075007500755e+02
3.578886897107138338e+02,4.070769076907690760e+02
5.541975954726423481e+01,4.070788078807880765e+02
-5.044106053407638797e+02,4.070807080708070771e+02
4.784944842177336177e+00,4.070826082608260776e+02
-1.918929986537727927e+02,4.070845084508450782e+02
-1.255934371979302568e+02,4.070864086408640787e+02
-1.987206234339213839e+00,4.070883088308830793e+02
-2.316170068557674711e+02,4.070902090209020798e+02
2.333230881754548989e+02,4.070921092109210804e+02
1.464508756301108292e+02,4.070940094009400809e+02
-1.333487668323645607e+02,4.070959095909590815e+02
-1.159590367793301624e+02,4.070978097809780820e+02
-3.376465597826321385e+01,4.070997099709970826e+02
-3.082545772852546406e+02,4.071016101610160831e+02
2.620566858178357847e+02,4.071035103510350837e+02
-1.010695387023028360e+02,4.071054105410540842e+02
-5.818818423372010784e+02,4.071073107310730848e+02
-3.478218350268010113e+02,4.071092109210920853e+02
4.962388759648380869e+02,4.071111111111110858e+02
6.286381035875055545e+01,4.071130113011300864e+02
-6.539325129207916865e-01,4.071149114911490869e+02
-2.518183740130593549e+02,4.071168116811681443e+02
2.936844220890196411e+01,4.071187118711871449e+02
1.422955775066124602e+02,4.071206120612061454e+02
-2.785658940612692618e+02,4.071225122512251460e+02
4.375843584323570923e+01,4.071244124412441465e+02
-4.692950906893320280e+02,4.071263126312631471e+02
-4.009443834560942150e+02,4.071282128212821476e+02
-2.524050272012233620e+02,4.071301130113011482e+02
2.003208826380854362e+02,4.071320132013201487e+02
6.386969442013762546e+02,4.071339133913391493e+02
8.709118535352574781e+02,4.071358135813581498e+02
-6.553045820906518770e+01,4.071377137713771504e+02
1.647500779647452873e+01,4.071396139613961509e+02
6.353145226432211530e+02,4.071415141514151514e+02
1.986291338986819994e+02,4.071434143414341520e+02
3.953631810180218054e+02,4.071453145314531525e+02
-1.152714009876031653e+01,4.071472147214721531e+02
-7.651172760510605997e+01,4.071491149114911536e+02
-1.128655683341637683e+02,4.071510151015101542e+02
3.034827774084270118e+02,4.071529152915291547e+02
2.093204768496538009e+02,4.071548154815481553e+02
-2.674086831230880890e+01,4.071567156715671558e+02
-3.977553706518996535e+01,4.071586158615861564e+02
4.127418801086922713e+02,4.071605160516051569e+02
3.014175729225397049e+02,4.071624162416241575e+02
2.501759207249929418e+01,4.071643164316431580e+02
-7.922198357653468292e+01,4.071662166216621586e+02
4.605563679912000197e+01,4.071681168116811591e+02
-9.474148116429792310e+01,4.071700170017001597e+02
-1.380133565443740906e+02,4.071719171917191602e+02
-4.002899078773394308e+02,4.071738173817381607e+02
6.390283544764954513e+02,4.071757175717571613e+02
-5.831760140018400307e+02,4.071776177617761618e+02
1.881546350571806556e+02,4.071795179517951624e+02
2.143585588007878329e+01,4.071814181418141629e+02
-4.146898818106498084e+02,4.071833183318331635e+02
3.302066263250922162e+01,4.071852185218521640e+02
-5.284652670182200751e+01,4.071871187118711646e+02
-2.711734789582559415e+02,4.071890189018901651e+02
-1.550408123509066449e+01,4.071909190919091657e+02
-3.090416758478385759e+02,4.071928192819281662e+02
3.883925770912727558e+02,4.071947194719471668e+02
-4.968607475592551026e+01,4.071966196619662242e+02
2.122653015020397049e+01,4.071985198519852247e+02
-3.250425989802670301e+02,4.072004200420042253e+02
2.818636886578800613e+02,4.072023202320232258e+02
5.655840520343385833e+02,4.072042204220422263e+02
-2.262713906448483385e+02,4.072061206120612269e+02
1.123547498418725326e+02,4.072080208020802274e+02
1.168176823226872045e+02,4.072099209920992280e+02
2.512838628487369164e+01,4.072118211821182285e+02
1.422535574534437615e+02,4.072137213721372291e+02
4.458639614784672744e+01,4.072156215621562296e+02
-8.578241720094311518e+01,4.072175217521752302e+02
-1.978405858042999341e+02,4.072194219421942307e+02
-1.110848139991221899e+02,4.072213221322132313e+02
-4.934710097964490387e+02,4.072232223222322318e+02
-5.169492711371722180e+02,4.072251225122512324e+02
4.332534284325581098e+02,4.072270227022702329e+02
-8.161496372122431353e+01,4.072289228922892335e+02
-3.228548551698536926e+02,4.072308230823082340e+02
6.381683149960865649e+02,4.072327232723272346e+02
2.380399193354120086e+02,4.072346234623462351e+02
3.972169394054618579e+02,4.072365236523652356e+02
3.927296652529836365e+02,4.072384238423842362e+02
-2.284820368990593238e+02,4.072403240324032367e+02
-4.248384254875315946e+02,4.072422242224222373e+02
5.542949393577129058e+01,4.072441244124412378e+02
5.152619533197964508e+00,4.072460246024602384e+02
-3.640549695613965469e+02,4.072479247924792389e+02
2.562460995710442724e-01,4.072498249824982395e+02
1.308381041542484127e+02,4.072517251725172400e+02
-1.661617840252025076e+02,4.072536253625362406e+02
2.300059942507222388e+02,4.072555255525552411e+02
3.649135179402852032e+02,4.072574257425742417e+02
1.724186284642155726e+02,4.072593259325932422e+02
1.123611209881171114e+01,4.072612261226122428e+02
3.796449650999272194e+02,4.072631263126312433e+02
1.350363083256816026e+02,4.072650265026502439e+02
-1.216097103300882338e+02,4.072669266926692444e+02
-3.242873091542640029e+00,4.072688268826882450e+02
-9.666768743012241316e+01,4.072707270727072455e+02
4.039939480244792094e+02,4.072726272627262460e+02
-2.067818888205881933e+02,4.072745274527452466e+02
1.996806177405070173e+02,4.072764276427643040e+02
-6.909625812969834158e+01,4.072783278327833045e+02
-5.400496238843019370e+01,4.072802280228023051e+02
1.681517638169719646e+02,4.072821282128213056e+02
2.370182510676893912e+02,4.072840284028403062e+02
9.175413574119006910e+01,4.072859285928593067e+02
1.328374339403702038e+02,4.072878287828783073e+02
-1.965955640818538939e+02,4.072897289728973078e+02
3.855832467688481415e+02,4.072916291629163084e+02
6.976839582459605538e+01,4.072935293529353089e+02
7.119579248930878634e+01,4.072954295429543095e+02
-4.683256207821181505e+01,4.072973297329733100e+02
6.127936939941114503e+01,4.072992299229923105e+02
-3.889910499871574956e+01,4.073011301130113111e+02
-1.579176993505909365e+02,4.073030303030303116e+02
-3.955894826243643081e+01,4.073049304930493122e+02
-4.446426303328271388e+02,4.073068306830683127e+02
3.252401534672642214e+01,4.073087308730873133e+02
1.069178461911387643e+02,4.073106310631063138e+02
2.868580226428085211e+02,4.073125312531253144e+02
-8.187968370466360568e+01,4.073144314431443149e+02
6.125768507213782641e+02,4.073163316331633155e+02
-5.388919222857405202e+02,4.073182318231823160e+02
-3.145160827656387070e+01,4.073201320132013166e+02
2.336946110937109609e+02,4.073220322032203171e+02
3.429224468831738477e+02,4.073239323932393177e+02
3.352814689530443957e+02,4.073258325832583182e+02
2.777519968528299614e+02,4.073277327732773188e+02
-1.845070282159937278e+02,4.073296329632963193e+02
-2.097249850303670371e+02,4.073315331533153199e+02
-3.482413594025612724e+02,4.073334333433343204e+02
1.917030770983547256e+02,4.073353335333533209e+02
8.887297176299735213e+01,4.073372337233723215e+02
4.031516425834431772e+01,4.073391339133913220e+02
2.757420368641157324e+02,4.073410341034103226e+02
4.380702892732619489e+02,4.073429342934293231e+02
3.256960836684466472e+02,4.073448344834483237e+02
9.398354872683319172e+01,4.073467346734673242e+02
2.480450613604262244e+01,4.073486348634863248e+02
2.158738238414671855e+02,4.073505350535053253e+02
-5.989784304935081849e+01,4.073524352435243259e+02
2.442744273352991513e+01,4.073543354335433264e+02
1.291666745405757126e+02,4.073562356235623838e+02
-3.116910498273325061e+02,4.073581358135813844e+02
3.289211587668668813e+02,4.073600360036003849e+02
2.145136991021637982e+02,4.073619361936193854e+02
2.850926023581811819e+02,4.073638363836383860e+02
-6.164560972446782898e+02,4.073657365736573865e+02
2.172804204289857921e+02,4.073676367636763871e+02
-2.278833960208981466e+02,4.073695369536953876e+02
3.657364303769770117e+02,4.073714371437143882e+02
1.034735663251164226e+02,4.073733373337333887e+02
-5.447796362023335348e+01,4.073752375237523893e+02
-9.557040696852253348e+01,4.073771377137713898e+02
-2.535019059189123709e+02,4.073790379037903904e+02
-2.512108913212663595e+02,4.073809380938093909e+02
1.819765325128026916e+02,4.073828382838283915e+02
-2.882662031655239048e+02,4.073847384738473920e+02
-2.870978805730968020e+02,4.073866386638663926e+02
-4.260452443816878372e+02,4.073885388538853931e+02
-2.781580194414692073e+02,4.073904390439043937e+02
-1.995592300539902340e+02,4.073923392339233942e+02
-3.983433022052939521e+01,4.073942394239423948e+02
-1.999084917824945933e+02,4.073961396139613953e+02
-1.888754861953756290e+02,4.073980398039803958e+02
7.202484336091583828e+02,4.073999399939993964e+02
2.957218186489398590e+02,4.074018401840183969e+02
3.817363287022499776e+02,4.074037403740373975e+02
-1.529918221887885466e+02,4.074056405640563980e+02
5.413235634801841343e+02,4.074075407540753986e+02
-2.409325441872484248e+02,4.074094409440943991e+02
-6.500403776412537127e+01,4.074113411341133997e+02
8.252881098823454522e+02,4.074132413241324002e+02
7.386374547009005198e+01,4.074151415141514008e+02
1.255740703106914822e+02,4.074170417041704013e+02
1.511084164809516608e+02,4.074189418941894019e+02
-1.173649471435511060e+02,4.074208420842084024e+02
-1.139333845225063335e+01,4.074227422742274030e+02
-4.992579326415055903e+02,4.074246424642464035e+02
4.446516775127497567e+02,4.074265426542654041e+02
-1.015279940325994801e+02,4.074284428442844046e+02
1.176291193403772084e+01,4.074303430343034051e+02
2.856167607895760625e+02,4.074322432243224057e+02
1.331462352367190078e+02,4.074341434143414062e+02
1.475195566055733707e+02,4.074360436043604636e+02
-8.288203289692016540e+01,4.074379437943794642e+02
-1.737188504714223569e+01,4.074398439843984647e+02
-1.214263269231081068e+02,4.074417441744174653e+02
-2.840831240059645779e+02,4.074436443644364658e+02
1.279916670048522747e+02,4.074455445544554664e+02
5.257449732588070219e+02,4.074474447444744669e+02
1.089325682119088015e+02,4.074493449344934675e+02
-2.141147398298940630e+01,4.074512451245124680e+02
-1.044408807657445521e+02,4.074531453145314686e+02
-1.493100117120694108e+02,4.074550455045504691e+02
-8.002192890927507278e+02,4.074569456945694697e+02
3.289161429740219660e+02,4.074588458845884702e+02
4.025415108223001539e+02,4.074607460746074707e+02
-2.711545811168384148e+02,4.074626462646264713e+02
-4.976571644874251774e+02,4.074645464546454718e+02
-3.097430407926910334e+02,4.074664466446644724e+02
-1.167504795311124610e+02,4.074683468346834729e+02
2.324257873901167670e+02,4.074702470247024735e+02
-1.753550273704234428e+02,4.074721472147214740e+02
-4.895751318987128542e+01,4.074740474047404746e+02
-7.659154340761806452e+02,4.074759475947594751e+02
1.965996773412667835e+02,4.074778477847784757e+02
-1.020815101378391603e+02,4.074797479747974762e+02
-2.777035205672814300e+01,4.074816481648164768e+02
-3.575676546728163885e+02,4.074835483548354773e+02
1.547545217014926777e+02,4.074854485448544779e+02
1.676088031927058353e+02,4.074873487348734784e+02
-8.183164183474983702e+02,4.074892489248924790e+02
9.456946839041991382e+01,4.074911491149114795e+02
2.093737995512765693e+01,4.074930493049304800e+02
4.532431812555814759e+02,4.074949494949494806e+02
1.328184876810305468e+02,4.074968496849684811e+02
-3.993658986909081250e+02,4.074987498749874817e+02
1.770941214110683859e+01,4.075006500650064822e+02
2.169626055784534628e+02,4.075025502550254828e+02
1.800989259508918394e+02,4.075044504450444833e+02
-6.650275059379589493e+01,4.075063506350634839e+02
3.912108231006254186e+02,4.075082508250824844e+02
7.953314679339092663e+01,4.075101510151014850e+02
-4.651421401165734437e+02,4.075120512051204855e+02
3.756733957729646818e+02,4.075139513951394861e+02
-5.915485669419057047e+01,4.075158515851585435e+02
1.997230731285572176e+02,4.075177517751775440e+02
5.488243540336518436e+02,4.075196519651965446e+02
1.351058518496953127e+02,4.075215521552155451e+02
-2.806459272740802930e+02,4.075234523452345456e+02
-1.716194836622046296e+02,4.075253525352535462e+02
4.228353905623351920e+02,4.075272527252725467e+02
-2.936379689073811505e+02,4.075291529152915473e+02
3.399302179839264113e+02,4.075310531053105478e+02
7.076667890382951498e+01,4.075329532953295484e+02
-4.186745300166469974e+01,4.075348534853485489e+02
-6.315247548859585436e+01,4.075367536753675495e+02
2.871064776642094216e+02,4.075386538653865500e+02
1.048061662651452508e+02,4.075405540554055506e+02
3.756466078773149775e+02,4.075424542454245511e+02
-2.707187404794934196e+02,4.075443544354435517e+02
-2.839135817409663218e+02,4.075462546254625522e+02
-3.230861111196027196e+02,4.075481548154815528e+02
-1.875245054468609283e+02,4.075500550055005533e+02
8.191404206951009570e+00,4.075519551955195539e+02
1.596402265962136937e+02,4.075538553855385544e+02
1.812962401907432195e+02,4.075557555755575549e+02
-3.774003389839838007e+01,4.075576557655765555e+02
-2.179750096622914270e+02,4.075595559555955560e+02
4.446131604064785847e+01,4.075614561456145566e+02
1.248049326918300039e+02,4.075633563356335571e+02
2.819122877093458897e+02,4.075652565256525577e+02
4.905775687738208148e+02,4.075671567156715582e+02
2.827474843341756241e+02,4.075690569056905588e+02
-9.546698631827176484e+01,4.075709570957095593e+02
2.951989513716158058e+02,4.075728572857285599e+02
-5.726415903670712169e+02,4.075747574757475604e+02
4.415826796680262305e+02,4.075766576657665610e+02
-2.750705010925740339e+02,4.075785578557855615e+02
3.489910112233964128e+02,4.075804580458045621e+02
-5.136001762988332757e+02,4.075823582358235626e+02
-5.139291300207067081e+01,4.075842584258425632e+02
-1.564770549386295500e+02,4.075861586158615637e+02
1.942734071188706650e+02,4.075880588058805643e+02
4.146690712470984295e+02,4.075899589958995648e+02
-6.454066430056662966e+02,4.075918591859185653e+02
-2.162329797689116049e+02,4.075937593759375659e+02
-1.824466562001659895e+02,4.075956595659566233e+02
-3.738977846793380877e+02,4.075975597559756238e+02
-4.317888413833582604e+02,4.075994599459946244e+02
8.803977521855220800e+01,4.076013601360136249e+02
-1.629048182192178729e+02,4.076032603260326255e+02
-5.355373443161580838e+01,4.076051605160516260e+02
2.144914476441122702e+02,4.076070607060706266e+02
-6.448461426577439681e+01,4.076089608960896271e+02
-2.474859240275876857e+02,4.076108610861086277e+02
1.294352984588678339e+02,4.076127612761276282e+02
-3.336114228855439023e+02,4.076146614661466288e+02
6.719795259720550007e+01,4.076165616561656293e+02
-1.783267306459670465e+00,4.076184618461846298e+02
-6.721876403922165366e+01,4.076203620362036304e+02
2.917924091052337872e+02,4.076222622262226309e+02
3.852228939941850427e+01,4.076241624162416315e+02
3.874633521305559611e+02,4.076260626062606320e+02
-3.041768945689792076e+02,4.076279627962796326e+02
2.430881158834909854e+02,4.076298629862986331e+02
-1.714605957718176512e+02,4.076317631763176337e+02
-2.759756792925415994e+02,4.076336633663366342e+02
4.882666271123884485e+02,4.076355635563556348e+02
-6.503431643888835652e+02,4.076374637463746353e+02
-2.384140365526435801e+02,4.076393639363936359e+02
1.224024623490280561e+02,4.076412641264126364e+02
1.337765363660649029e+02,4.076431643164316370e+02
6.095837282770840204e+01,4.076450645064506375e+02
7.461285279255545220e+02,4.076469646964696381e+02
-5.769126593772564320e+02,4.076488648864886386e+02
3.184227671825277071e+02,4.076507650765076392e+02
-3.424872893991995966e+02,4.076526652665266397e+02
4.795003633837067127e+02,4.076545654565456402e+02
-1.529832723406552191e+02,4.076564656465646408e+02
-2.240228754580421935e+02,4.076583658365836413e+02
-2.929279551816845810e+02,4.076602660266026419e+02
2.081006619578773780e+02,4.076621662166216424e+02
2.724533262339847397e+02,4.076640664066406430e+02
1.217114899406286241e+02,4.076659665966596435e+02
-4.566626317626498803e+02,4.076678667866786441e+02
-3.937149511765839094e+01,4.076697669766976446e+02
-2.721870745782439371e+02,4.076716671667166452e+02
3.101677088613167932e+00,4.076735673567356457e+02
-8.980023615943392201e+01,4.076754675467547031e+02
7.037261462517222981e+02,4.076773677367737037e+02
-6.904714788212245935e+01,4.076792679267927042e+02
-9.311254927860906605e+01,4.076811681168117047e+02
4.405966187382081216e+02,4.076830683068307053e+02
2.340191087999839681e+02,4.076849684968497058e+02
-3.650916064340030402e+02,4.076868686868687064e+02
1.046984772298972111e+01,4.076887688768877069e+02
7.614767491145483973e+02,4.076906690669067075e+02
9.523596876124705091e+01,4.076925692569257080e+02
-2.977867966766654035e+02,4.076944694469447086e+02
-1.299629647122423535e+02,4.076963696369637091e+02
-3.814872542238757092e+02,4.076982698269827097e+02
-2.833463964071357850e+02,4.077001700170017102e+02
-2.231394210932780311e+02,4.077020702070207108e+02
3.302087640369363726e+02,4.077039703970397113e+02
-4.150052194926808511e+02,4.077058705870587119e+02
-2.910361888494137474e+02,4.077077707770777124e+02
3.284578097576896312e+02,4.077096709670967130e+02
1.723095420180702035e+02,4.077115711571157135e+02
-1.621900142068100763e+02,4.077134713471347141e+02
3.901812547613811688e+01,4.077153715371537146e+02
-2.430981427358250357e+02,4.077172717271727151e+02
5.392968621815143706e+02,4.077191719171917157e+02
6.170962925324358821e+02,4.077210721072107162e+02
8.805804759078510813e+01,4.077229722972297168e+02
-1.614248503064979730e+02,4.077248724872487173e+02
1.038541298011065983e+01,4.077267726772677179e+02
-2.212396103744007405e+02,4.077286728672867184e+02
-1.853592691293999621e+02,4.077305730573057190e+02
9.656025164342868550e+01,4.077324732473247195e+02
2.114027109151292336e+02,4.077343734373437201e+02
3.171519055835433392e+02,4.077362736273627206e+02
5.638400969850014235e+02,4.077381738173817212e+02
5.607967153150547119e+02,4.077400740074007217e+02
3.189306582062643542e+02,4.077419741974197223e+02
-1.753958750226033487e+02,4.077438743874387228e+02
5.819867877952876825e+02,4.077457745774577234e+02
-7.364266172023131674e+01,4.077476747674767239e+02
2.992098469106858261e+02,4.077495749574957244e+02
1.249902385776001523e+02,4.077514751475147250e+02
2.454141237914006410e+02,4.077533753375337255e+02
4.389435236683020776e+02,4.077552755275527829e+02
-4.601507764765016759e+02,4.077571757175717835e+02
6.639971458200155041e+01,4.077590759075907840e+02
-7.335887255777423377e+01,4.077609760976097846e+02
-1.876516244254233072e+02,4.077628762876287851e+02
-3.497760829760610477e+02,4.077647764776477857e+02
-3.443512124577301279e+02,4.077666766676667862e+02
-2.322668197238155869e+02,4.077685768576857868e+02
5.330136907599429605e+02,4.077704770477047873e+02
4.179980432543608799e+02,4.077723772377237879e+02
4.679425800412950593e+02,4.077742774277427884e+02
2.612533095956734996e+02,4.077761776177617890e+02
-2.526819908677349957e+01,4.077780778077807895e+02
3.995646469166754287e+02,4.077799779977997900e+02
1.211434894813484675e+02,4.077818781878187906e+02
-1.743808497688815464e+02,4.077837783778377911e+02
1.036884527211921210e+02,4.077856785678567917e+02
6.026807476806260411e+02,4.077875787578757922e+02
-1.153514405708774433e+02,4.077894789478947928e+02
3.264360177961948466e+02,4.077913791379137933e+02
1.651383326003345644e+02,4.077932793279327939e+02
1.225937759688416122e+02,4.077951795179517944e+02
2.198165215209886583e+02,4.077970797079707950e+02
-4.248060067848599033e+02,4.077989798979897955e+02
5.105849353584079608e+02,4.078008800880087961e+02
6.379115070473991977e+01,4.078027802780277966e+02
1.851456689581935962e+02,4.078046804680467972e+02
1.452385653167114015e+02,4.078065806580657977e+02
2.655207491858053004e+02,4.078084808480847983e+02
-5.063381603845725465e+01,4.078103810381037988e+02
1.281376939361679206e+02,4.078122812281227993e+02
-3.851436996089331188e+01,4.078141814181417999e+02
-1.929640146423443525e+02,4.078160816081608004e+02
1.773008056290523200e+02,4.078179817981798010e+02
-3.104811837517331128e+02,4.078198819881988015e+02
2.008238513807111474e+02,4.078217821782178021e+02
-2.751149476833905396e+02,4.078236823682368026e+02
-1.586440978031808697e+02,4.078255825582558032e+02
1.054907675716673943e+01,4.078274827482748037e+02
1.312440107677395531e+02,4.078293829382938043e+02
4.683252838073077129e+01,4.078312831283128048e+02
7.704788682117354881e+01,4.078331833183318054e+02
-5.987146601745455428e+02,4.078350835083508628e+02
2.923408278710989521e+02,4.078369836983698633e+02
-5.394614142463714188e+02,4.078388838883888639e+02
3.945757851821498434e+02,4.078407840784078644e+02
-1.297196795119531316e+02,4.078426842684268649e+02
6.857276906471807365e+01,4.078445844584458655e+02
1.145226126942588110e+02,4.078464846484648660e+02
-3.484153070334989479e+02,4.078483848384838666e+02
-6.747048059272709963e+01,4.078502850285028671e+02
3.951161135219750520e+01,4.078521852185218677e+02
1.627268082245275593e+02,4.078540854085408682e+02
-4.109166446037722835e+02,4.078559855985598688e+02
5.199400309599263892e+01,4.078578857885788693e+02
-1.606916587024914236e+02,4.078597859785978699e+02
5.007944122093765031e+02,4.078616861686168704e+02
-4.191439148240493751e+02,4.078635863586358710e+02
5.520141379217172926e+02,4.078654865486548715e+02
-2.717421573574827107e+02,4.078673867386738721e+02
3.228145654297537703e+02,4.078692869286928726e+02
-7.044425358426842365e+01,4.078711871187118732e+02
-3.135200820429694204e+02,4.078730873087308737e+02
1.718568553202750024e+02,4.078749874987498742e+02
-1.652792711086910344e+02,4.078768876887688748e+02
7.948490463596934319e+01,4.078787878787878753e+02
3.983351369523421681e+02,4.078806880688068759e+02
1.986767866036506405e+02,4.078825882588258764e+02
2.897759230220556219e+02,4.078844884488448770e+02
2.947582367115277862e+02,4.078863886388638775e+02
1.657311069464707032e+02,4.078882888288828781e+02
-1.040487579118366313e+02,4.078901890189018786e+02
3.482283370494338328e+02,4.078920892089208792e+02
-1.786954229798871552e+02,4.078939893989398797e+02
-5.227193973163440432e+02,4.078958895889588803e+02
1.135054389500159431e+02,4.078977897789778808e+02
-1.392568357547807238e+02,4.078996899689968814e+02
-7.161866055323827140e+01,4.079015901590158819e+02
1.583780435193013432e+02,4.079034903490348825e+02
2.994801754273237293e+02,4.079053905390538830e+02
5.320986232714428610e+01,4.079072907290728836e+02
-6.530160805415521281e+02,4.079091909190918841e+02
-2.582032281511756082e+02,4.079110911091108846e+02
3.006571045028963951e+01,4.079129912991298852e+02
5.583843371825676059e+02,4.079148914891489426e+02
-3.876114072663585119e+01,4.079167916791679431e+02
-1.667012686319820887e+02,4.079186918691869437e+02
1.014741381230022483e+02,4.079205920592059442e+02
-7.031013761443535515e+00,4.079224922492249448e+02
-1.656627419637125058e+02,4.079243924392439453e+02
-1.334345372211055860e+02,4.079262926292629459e+02
-5.565250142693527025e+00,4.079281928192819464e+02
-2.894746914265002715e+02,4.079300930093009470e+02
2.273560676136851555e+01,4.079319931993199475e+02
5.272711852472838245e+02,4.079338933893389481e+02
-4.480937570658185223e+02,4.079357935793579486e+02
1.524890542369222146e+02,4.079376937693769491e+02
4.516219347823802082e+02,4.079395939593959497e+02
8.379947091592623565e+01,4.079414941494149502e+02
3.881003631108770833e+02,4.079433943394339508e+02
3.460726426727762828e+01,4.079452945294529513e+02
-4.151053223992221319e+01,4.079471947194719519e+02
5.770728493981117708e+02,4.079490949094909524e+02
-1.353676158860388909e+02,4.079509950995099530e+02
4.919640821117014866e+02,4.079528952895289535e+02
1.630177748732669727e+02,4.079547954795479541e+02
3.597416743898058940e+02,4.079566956695669546e+02
5.424343506254800786e+02,4.079585958595859552e+02
-7.293282322497467476e+02,4.079604960496049557e+02
1.090636604595468917e+01,4.079623962396239563e+02
2.629261156844414415e+01,4.079642964296429568e+02
8.623486475192433431e+01,4.079661966196619574e+02
-2.874794990324324431e+02,4.079680968096809579e+02
-4.305300730070084114e+02,4.079699969996999585e+02
-8.787899620414978017e+02,4.079718971897189590e+02
-3.344874545762490357e+02,4.079737973797379595e+02
4.501422608229539435e+01,4.079756975697569601e+02
